user_id,event_type,event_time,product_id,user_id_masked,event_date
U0249,wishlist_add,2023-06-05 22:19:00,P003,U_8e4013ec,2023-06-05
U0285,wishlist_add,2023-06-01 09:14:00,P030,U_1572ff23,2023-06-01
U0339,add_to_cart,2023-06-05 17:29:00,P017,U_435caf1b,2023-06-05
U0005,page_view,2023-06-04 22:06:00,P017,U_5392f093,2023-06-04
U0389,login,2023-06-02 19:23:00,P024,U_654a9a1b,2023-06-02
U0180,add_to_cart,2023-06-04 06:32:00,P005,U_be457d12,2023-06-04
U0120,page_view,2023-06-01 19:22:00,P001,U_300e2421,2023-06-01
U0052,wishlist_add,2023-06-05 16:32:00,P013,U_0e5305e6,2023-06-05
U0192,page_view,2023-06-04 09:06:00,P019,U_1b4aa4d8,2023-06-04
U0190,checkout,2023-06-03 00:09:00,P024,U_66fbeb53,2023-06-03
U0317,add_to_cart,2023-06-03 18:59:00,P006,U_d5c45662,2023-06-03
U0327,profile_update,2023-06-05 13:03:00,P001,U_4dea30e1,2023-06-05
U0325,wishlist_add,2023-06-02 10:06:00,P008,U_bbbfbeb9,2023-06-02
U0343,page_view,2023-06-05 02:39:00,P022,U_b5a06a71,2023-06-05
U0158,search,2023-06-02 22:33:00,P021,U_28988c3a,2023-06-02
U0225,login,2023-06-02 17:39:00,P011,U_48262956,2023-06-02
U0232,checkout,2023-06-01 10:04:00,P025,U_4f61e37c,2023-06-01
U0057,wishlist_add,2023-06-02 13:53:00,P021,U_34dba9ec,2023-06-02
U0271,page_view,2023-06-05 18:46:00,P030,U_cdefe208,2023-06-05
U0349,profile_update,2023-06-05 01:17:00,P004,U_8ad16b90,2023-06-05
U0188,search,2023-06-05 13:08:00,P011,U_92b722a1,2023-06-05
U0297,checkout,2023-06-05 19:54:00,P023,U_0aa0d27d,2023-06-05
U0013,profile_update,2023-06-06 16:24:00,P024,U_6544fa4e,2023-06-06
U0331,page_view,2023-06-02 01:40:00,P012,U_fe99dc3c,2023-06-02
U0337,page_view,2023-06-05 15:46:00,P025,U_155afd7e,2023-06-05
U0015,login,2023-06-06 17:49:00,P017,U_99d77f68,2023-06-06
U0383,search,2023-06-02 11:40:00,P006,U_565e25ae,2023-06-02
U0279,search,2023-06-06 18:02:00,P009,U_acfed57f,2023-06-06
U0206,login,2023-06-05 17:05:00,P026,U_00f6e15e,2023-06-05
U0019,login,2023-06-05 04:22:00,P024,U_5232fe39,2023-06-05
U0186,page_view,2023-06-05 14:03:00,P012,U_325b5fe9,2023-06-05
U0313,add_to_cart,2023-06-04 10:50:00,P001,U_37e0d360,2023-06-04
U0252,page_view,2023-06-03 20:24:00,P019,U_0c3fcc00,2023-06-03
U0307,checkout,2023-06-04 03:49:00,P023,U_bae7af9b,2023-06-04
U0180,wishlist_add,2023-06-05 18:48:00,P006,U_be457d12,2023-06-05
U0024,search,2023-06-03 02:08:00,P026,U_0ae77fdc,2023-06-03
U0251,profile_update,2023-06-03 22:57:00,P024,U_9b6188dd,2023-06-03
U0234,login,2023-06-02 05:17:00,P017,U_bbff8c0e,2023-06-02
U0178,search,2023-06-04 13:58:00,P018,U_cfa17048,2023-06-04
U0093,login,2023-06-05 14:12:00,P004,U_ffad321e,2023-06-05
U0095,login,2023-06-02 01:05:00,P019,U_f1aa4ecf,2023-06-02
U0031,checkout,2023-06-01 12:59:00,P004,U_c8e328e8,2023-06-01
U0332,search,2023-06-04 05:40:00,P019,U_700ac70c,2023-06-04
U0309,add_to_cart,2023-06-01 23:07:00,P006,U_f219becb,2023-06-01
U0221,profile_update,2023-06-04 18:38:00,P021,U_18ae2ffd,2023-06-04
U0110,login,2023-06-06 00:38:00,P014,U_08d1b8df,2023-06-06
U0186,login,2023-06-02 13:48:00,P001,U_325b5fe9,2023-06-02
U0328,add_to_cart,2023-06-02 04:16:00,P013,U_326f02f7,2023-06-02
U0170,profile_update,2023-06-04 07:40:00,P020,U_8cc7216f,2023-06-04
U0262,login,2023-06-04 23:49:00,P011,U_76bc9c0c,2023-06-04
U0291,login,2023-06-06 13:37:00,P005,U_851a4940,2023-06-06
U0390,checkout,2023-06-05 21:01:00,P030,U_69b97994,2023-06-05
U0036,profile_update,2023-06-05 14:12:00,P002,U_08bba48f,2023-06-05
U0344,page_view,2023-06-04 19:04:00,P002,U_407e061a,2023-06-04
U0240,search,2023-06-02 07:19:00,P009,U_8a132e9c,2023-06-02
U0328,page_view,2023-06-06 04:31:00,P016,U_326f02f7,2023-06-06
U0328,login,2023-06-02 08:36:00,P025,U_326f02f7,2023-06-02
U0050,wishlist_add,2023-06-05 00:31:00,P015,U_0d4e1a59,2023-06-05
U0240,search,2023-06-03 02:46:00,P016,U_8a132e9c,2023-06-03
U0047,search,2023-06-06 09:35:00,P006,U_ededab19,2023-06-06
U0134,wishlist_add,2023-06-03 07:45:00,P023,U_4db884c1,2023-06-03
U0204,page_view,2023-06-05 16:25:00,P017,U_37062842,2023-06-05
U0139,page_view,2023-06-03 15:44:00,P024,U_ee73795c,2023-06-03
U0042,login,2023-06-06 02:39:00,P012,U_5c9e591a,2023-06-06
U0129,wishlist_add,2023-06-03 06:40:00,P020,U_7f81ea58,2023-06-03
U0050,login,2023-06-06 08:27:00,P007,U_0d4e1a59,2023-06-06
U0114,checkout,2023-06-01 13:44:00,P003,U_40948d5f,2023-06-01
U0091,wishlist_add,2023-06-06 05:08:00,P019,U_ec6197ba,2023-06-06
U0120,search,2023-06-03 03:48:00,P028,U_300e2421,2023-06-03
U0079,search,2023-06-02 03:02:00,P012,U_c8ce6992,2023-06-02
U0264,profile_update,2023-06-05 06:13:00,P025,U_7f857f4d,2023-06-05
U0333,profile_update,2023-06-05 21:17:00,P005,U_1d1e16cc,2023-06-05
U0304,page_view,2023-06-03 22:03:00,P012,U_b1099415,2023-06-03
U0012,profile_update,2023-06-05 12:24:00,P006,U_170c24f0,2023-06-05
U0014,login,2023-06-05 03:26:00,P014,U_3e44b527,2023-06-05
U0354,checkout,2023-06-02 00:34:00,P024,U_5ff943ea,2023-06-02
U0173,add_to_cart,2023-06-05 13:09:00,P001,U_71e89dfb,2023-06-05
U0385,profile_update,2023-06-03 08:32:00,P024,U_ed5e0f00,2023-06-03
U0158,wishlist_add,2023-06-06 19:14:00,P012,U_28988c3a,2023-06-06
U0143,login,2023-06-04 13:00:00,P024,U_65d17b55,2023-06-04
U0282,wishlist_add,2023-06-04 07:12:00,P023,U_95741307,2023-06-04
U0294,search,2023-06-06 12:40:00,P015,U_047a0a78,2023-06-06
U0087,login,2023-06-06 18:18:00,P018,U_800fd1f1,2023-06-06
U0269,wishlist_add,2023-06-02 21:08:00,P007,U_db87ea53,2023-06-02
U0252,add_to_cart,2023-06-04 15:37:00,P022,U_0c3fcc00,2023-06-04
U0091,login,2023-06-03 22:12:00,P008,U_ec6197ba,2023-06-03
U0244,checkout,2023-06-04 07:07:00,P029,U_bd163b77,2023-06-04
U0053,profile_update,2023-06-03 00:30:00,P016,U_9fc5d3c6,2023-06-03
U0154,search,2023-06-04 03:00:00,P002,U_cf1e18e6,2023-06-04
U0339,profile_update,2023-06-01 21:10:00,P023,U_435caf1b,2023-06-01
U0335,add_to_cart,2023-06-04 16:48:00,P017,U_fda37eee,2023-06-04
U0274,profile_update,2023-06-01 11:37:00,P029,U_2dd95b4f,2023-06-01
U0105,login,2023-06-03 04:34:00,P017,U_da38acc2,2023-06-03
U0207,search,2023-06-06 15:26:00,P030,U_c8790846,2023-06-06
U0151,checkout,2023-06-03 00:48:00,P007,U_0d46d7f0,2023-06-03
U0331,add_to_cart,2023-06-02 14:27:00,P006,U_fe99dc3c,2023-06-02
U0084,add_to_cart,2023-06-02 17:59:00,P028,U_2e47a0d6,2023-06-02
U0094,wishlist_add,2023-06-05 22:52:00,P010,U_786b4183,2023-06-05
U0249,search,2023-06-05 21:29:00,P020,U_8e4013ec,2023-06-05
U0109,search,2023-06-05 00:09:00,P025,U_92cf250c,2023-06-05
U0059,search,2023-06-04 19:20:00,P017,U_5b627ab8,2023-06-04
U0208,wishlist_add,2023-06-06 04:14:00,P015,U_43efb0dc,2023-06-06
U0228,wishlist_add,2023-06-02 00:20:00,P003,U_af6b6af2,2023-06-02
U0208,add_to_cart,2023-06-04 16:19:00,P017,U_43efb0dc,2023-06-04
U0213,wishlist_add,2023-06-03 21:10:00,P004,U_a5a59317,2023-06-03
U0307,page_view,2023-06-03 13:54:00,P002,U_bae7af9b,2023-06-03
U0235,add_to_cart,2023-06-03 03:39:00,P008,U_3b27b898,2023-06-03
U0113,wishlist_add,2023-06-06 03:51:00,P010,U_71a65486,2023-06-06
U0209,profile_update,2023-06-05 12:01:00,P028,U_8958ccd5,2023-06-05
U0137,add_to_cart,2023-06-03 00:53:00,P002,U_190ba43c,2023-06-03
U0205,login,2023-06-05 08:30:00,P005,U_c68bcd77,2023-06-05
U0019,login,2023-06-03 08:35:00,P023,U_5232fe39,2023-06-03
U0117,add_to_cart,2023-06-05 20:00:00,P005,U_dae1fc1d,2023-06-05
U0163,profile_update,2023-06-03 17:32:00,P016,U_e59abd5e,2023-06-03
U0123,search,2023-06-01 21:18:00,P006,U_2debe16b,2023-06-01
U0002,page_view,2023-06-01 17:43:00,P010,U_7abd4535,2023-06-01
U0249,search,2023-06-02 20:04:00,P020,U_8e4013ec,2023-06-02
U0324,page_view,2023-06-02 04:12:00,P011,U_b617f7a1,2023-06-02
U0056,page_view,2023-06-06 10:22:00,P029,U_2215a76f,2023-06-06
U0056,checkout,2023-06-01 16:07:00,P019,U_2215a76f,2023-06-01
U0359,add_to_cart,2023-06-01 18:01:00,P023,U_afd4b8e5,2023-06-01
U0371,login,2023-06-05 06:51:00,P030,U_9f6e555d,2023-06-05
U0021,profile_update,2023-06-06 10:42:00,P006,U_4db0ea20,2023-06-06
U0032,page_view,2023-06-06 15:36:00,P010,U_28e89685,2023-06-06
U0239,profile_update,2023-06-05 00:41:00,P027,U_2db5ca77,2023-06-05
U0312,login,2023-06-03 07:08:00,P019,U_a93614d1,2023-06-03
U0255,login,2023-06-04 04:29:00,P028,U_563a14e3,2023-06-04
U0032,profile_update,2023-06-06 11:09:00,P003,U_28e89685,2023-06-06
U0078,search,2023-06-05 20:13:00,P018,U_26366608,2023-06-05
U0163,page_view,2023-06-06 12:58:00,P013,U_e59abd5e,2023-06-06
U0134,profile_update,2023-06-03 07:13:00,P024,U_4db884c1,2023-06-03
U0224,profile_update,2023-06-05 20:37:00,P012,U_fa5ade75,2023-06-05
U0192,add_to_cart,2023-06-04 16:11:00,P010,U_1b4aa4d8,2023-06-04
U0255,search,2023-06-02 01:54:00,P018,U_563a14e3,2023-06-02
U0017,search,2023-06-04 21:00:00,P019,U_2f316884,2023-06-04
U0355,profile_update,2023-06-03 21:04:00,P020,U_c0796986,2023-06-03
U0183,wishlist_add,2023-06-05 17:47:00,P029,U_182c8f3d,2023-06-05
U0265,profile_update,2023-06-03 20:25:00,P015,U_0e0af753,2023-06-03
U0097,page_view,2023-06-01 20:57:00,P024,U_2dd5aaec,2023-06-01
U0109,page_view,2023-06-05 02:24:00,P022,U_92cf250c,2023-06-05
U0300,page_view,2023-06-01 19:08:00,P005,U_a576a2ca,2023-06-01
U0018,login,2023-06-03 21:23:00,P020,U_c49cd837,2023-06-03
U0192,login,2023-06-06 16:51:00,P029,U_1b4aa4d8,2023-06-06
U0159,wishlist_add,2023-06-03 08:35:00,P007,U_3a9d6081,2023-06-03
U0307,login,2023-06-06 06:35:00,P002,U_bae7af9b,2023-06-06
U0173,wishlist_add,2023-06-02 20:59:00,P017,U_71e89dfb,2023-06-02
U0055,checkout,2023-06-02 10:27:00,P022,U_afc0be86,2023-06-02
U0301,profile_update,2023-06-05 05:46:00,P010,U_445773c2,2023-06-05
U0058,page_view,2023-06-04 22:52:00,P013,U_23aae734,2023-06-04
U0104,wishlist_add,2023-06-01 15:36:00,P027,U_891c7148,2023-06-01
U0038,page_view,2023-06-01 08:22:00,P020,U_d0364774,2023-06-01
U0181,search,2023-06-04 08:20:00,P022,U_ca22dce0,2023-06-04
U0130,profile_update,2023-06-03 14:10:00,P021,U_2c0a911d,2023-06-03
U0329,search,2023-06-05 17:57:00,P003,U_9971d133,2023-06-05
U0316,search,2023-06-06 13:24:00,P020,U_1dc93689,2023-06-06
U0273,add_to_cart,2023-06-03 05:48:00,P028,U_0944cd0a,2023-06-03
U0217,search,2023-06-06 02:29:00,P017,U_19aec0e2,2023-06-06
U0236,page_view,2023-06-04 21:35:00,P019,U_e0a68a46,2023-06-04
U0250,login,2023-06-03 23:25:00,P021,U_9e2501e7,2023-06-03
U0093,page_view,2023-06-02 07:29:00,P014,U_ffad321e,2023-06-02
U0173,search,2023-06-01 23:33:00,P006,U_71e89dfb,2023-06-01
U0038,wishlist_add,2023-06-03 04:44:00,P015,U_d0364774,2023-06-03
U0388,page_view,2023-06-05 07:02:00,P024,U_6123c330,2023-06-05
U0262,login,2023-06-02 17:54:00,P021,U_76bc9c0c,2023-06-02
U0037,search,2023-06-04 21:20:00,P007,U_2a3cb141,2023-06-04
U0117,login,2023-06-04 18:27:00,P013,U_dae1fc1d,2023-06-04
U0017,add_to_cart,2023-06-05 10:50:00,P015,U_2f316884,2023-06-05
U0039,profile_update,2023-06-04 06:01:00,P027,U_a43b77a8,2023-06-04
U0377,login,2023-06-04 19:29:00,P009,U_a64b59b8,2023-06-04
U0082,profile_update,2023-06-05 20:57:00,P016,U_151e39a6,2023-06-05
U0119,login,2023-06-01 21:21:00,P010,U_8abd3ac9,2023-06-01
U0250,checkout,2023-06-02 17:46:00,P001,U_9e2501e7,2023-06-02
U0086,checkout,2023-06-05 23:13:00,P026,U_49549769,2023-06-05
U0139,add_to_cart,2023-06-02 12:08:00,P026,U_ee73795c,2023-06-02
U0068,login,2023-06-06 16:23:00,P027,U_8afacfdc,2023-06-06
U0042,add_to_cart,2023-06-02 17:35:00,P015,U_5c9e591a,2023-06-02
U0011,add_to_cart,2023-06-05 22:42:00,P030,U_aa6f22cf,2023-06-05
U0081,login,2023-06-03 23:27:00,P027,U_dd710e4e,2023-06-03
U0201,profile_update,2023-06-04 17:31:00,P005,U_21455357,2023-06-04
U0016,search,2023-06-04 20:28:00,P007,U_d76cc422,2023-06-04
U0188,search,2023-06-01 10:52:00,P029,U_92b722a1,2023-06-01
U0184,profile_update,2023-06-04 06:48:00,P017,U_33db4d20,2023-06-04
U0340,login,2023-06-04 05:22:00,P016,U_92093ea6,2023-06-04
U0353,page_view,2023-06-05 05:31:00,P008,U_d6bceb40,2023-06-05
U0229,search,2023-06-02 00:45:00,P010,U_ae122e94,2023-06-02
U0320,checkout,2023-06-06 16:41:00,P020,U_568bade0,2023-06-06
U0279,wishlist_add,2023-06-04 16:45:00,P009,U_acfed57f,2023-06-04
U0242,wishlist_add,2023-06-05 06:13:00,P027,U_8c9b62bd,2023-06-05
U0153,login,2023-06-04 09:00:00,P002,U_594be847,2023-06-04
U0304,profile_update,2023-06-05 23:22:00,P016,U_b1099415,2023-06-05
U0012,add_to_cart,2023-06-03 21:23:00,P024,U_170c24f0,2023-06-03
U0144,page_view,2023-06-04 09:45:00,P025,U_0ed9647f,2023-06-04
U0324,page_view,2023-06-03 15:31:00,P007,U_b617f7a1,2023-06-03
U0021,checkout,2023-06-02 07:05:00,P013,U_4db0ea20,2023-06-02
U0252,add_to_cart,2023-06-03 05:08:00,P019,U_0c3fcc00,2023-06-03
U0188,search,2023-06-03 16:33:00,P021,U_92b722a1,2023-06-03
U0215,checkout,2023-06-03 15:36:00,P002,U_ee3a856c,2023-06-03
U0340,profile_update,2023-06-06 06:25:00,P010,U_92093ea6,2023-06-06
U0353,profile_update,2023-06-05 13:30:00,P011,U_d6bceb40,2023-06-05
U0027,wishlist_add,2023-06-05 05:31:00,P009,U_8e841698,2023-06-05
U0191,checkout,2023-06-04 02:52:00,P010,U_f6122ca3,2023-06-04
U0156,checkout,2023-06-01 13:41:00,P002,U_31ab9271,2023-06-01
U0275,add_to_cart,2023-06-06 11:43:00,P030,U_04dd3c17,2023-06-06
U0245,wishlist_add,2023-06-05 18:01:00,P009,U_16e2318b,2023-06-05
U0304,add_to_cart,2023-06-06 18:37:00,P016,U_b1099415,2023-06-06
U0294,checkout,2023-06-06 05:26:00,P011,U_047a0a78,2023-06-06
U0350,checkout,2023-06-03 23:05:00,P015,U_66ccde20,2023-06-03
U0068,login,2023-06-04 04:12:00,P006,U_8afacfdc,2023-06-04
U0161,login,2023-06-03 04:36:00,P014,U_e36fcd7b,2023-06-03
U0131,page_view,2023-06-02 05:22:00,P026,U_c0fb8921,2023-06-02
U0227,page_view,2023-06-02 06:17:00,P003,U_997a99f4,2023-06-02
U0243,checkout,2023-06-02 11:22:00,P022,U_332555f3,2023-06-02
U0370,wishlist_add,2023-06-01 16:44:00,P026,U_9892a961,2023-06-01
U0389,profile_update,2023-06-06 16:34:00,P015,U_654a9a1b,2023-06-06
U0095,profile_update,2023-06-03 21:09:00,P005,U_f1aa4ecf,2023-06-03
U0111,page_view,2023-06-06 01:21:00,P001,U_d901b81b,2023-06-06
U0389,checkout,2023-06-04 12:50:00,P011,U_654a9a1b,2023-06-04
U0235,search,2023-06-03 12:09:00,P018,U_3b27b898,2023-06-03
U0037,add_to_cart,2023-06-06 14:04:00,P020,U_2a3cb141,2023-06-06
U0230,page_view,2023-06-02 08:35:00,P010,U_159887d1,2023-06-02
U0012,wishlist_add,2023-06-06 11:41:00,P005,U_170c24f0,2023-06-06
U0172,wishlist_add,2023-06-05 04:21:00,P024,U_8db67b2d,2023-06-05
U0382,login,2023-06-05 02:13:00,P022,U_b98ef56b,2023-06-05
U0065,add_to_cart,2023-06-02 16:17:00,P008,U_327eb9c0,2023-06-02
U0282,search,2023-06-03 11:48:00,P028,U_95741307,2023-06-03
U0255,page_view,2023-06-05 05:42:00,P026,U_563a14e3,2023-06-05
U0245,checkout,2023-06-04 14:16:00,P009,U_16e2318b,2023-06-04
U0390,login,2023-06-01 08:21:00,P020,U_69b97994,2023-06-01
U0029,profile_update,2023-06-02 13:05:00,P003,U_c7dad751,2023-06-02
U0001,wishlist_add,2023-06-05 01:45:00,P028,U_acdaa52a,2023-06-05
U0089,search,2023-06-03 09:40:00,P026,U_fda09b3b,2023-06-03
U0230,checkout,2023-06-04 01:25:00,P015,U_159887d1,2023-06-04
U0339,login,2023-06-04 04:41:00,P012,U_435caf1b,2023-06-04
U0262,login,2023-06-05 13:12:00,P005,U_76bc9c0c,2023-06-05
U0265,add_to_cart,2023-06-04 15:59:00,P012,U_0e0af753,2023-06-04
U0191,profile_update,2023-06-03 09:27:00,P005,U_f6122ca3,2023-06-03
U0241,checkout,2023-06-02 20:12:00,P010,U_8e403ca7,2023-06-02
U0293,wishlist_add,2023-06-05 07:53:00,P019,U_97522e33,2023-06-05
U0062,search,2023-06-05 21:06:00,P022,U_222c4eb1,2023-06-05
U0045,wishlist_add,2023-06-04 00:08:00,P014,U_449d85ec,2023-06-04
U0120,add_to_cart,2023-06-06 18:27:00,P007,U_300e2421,2023-06-06
U0362,checkout,2023-06-03 15:26:00,P012,U_479dcbe1,2023-06-03
U0040,login,2023-06-02 19:46:00,P017,U_d68c50be,2023-06-02
U0242,profile_update,2023-06-06 03:10:00,P022,U_8c9b62bd,2023-06-06
U0366,add_to_cart,2023-06-06 01:45:00,P029,U_aa303f3c,2023-06-06
U0350,add_to_cart,2023-06-03 07:28:00,P002,U_66ccde20,2023-06-03
U0073,wishlist_add,2023-06-04 08:34:00,P026,U_ef1c3c27,2023-06-04
U0039,search,2023-06-05 16:48:00,P003,U_a43b77a8,2023-06-05
U0329,profile_update,2023-06-04 08:06:00,P028,U_9971d133,2023-06-04
U0208,wishlist_add,2023-06-04 22:00:00,P011,U_43efb0dc,2023-06-04
U0262,checkout,2023-06-05 20:01:00,P025,U_76bc9c0c,2023-06-05
U0285,login,2023-06-05 14:27:00,P014,U_1572ff23,2023-06-05
U0146,login,2023-06-02 20:17:00,P010,U_f1958dc2,2023-06-02
U0266,login,2023-06-01 11:23:00,P005,U_7adafb4b,2023-06-01
U0324,profile_update,2023-06-03 07:55:00,P020,U_b617f7a1,2023-06-03
U0036,login,2023-06-04 19:06:00,P026,U_08bba48f,2023-06-04
U0243,profile_update,2023-06-06 07:05:00,P020,U_332555f3,2023-06-06
U0227,login,2023-06-06 01:25:00,P024,U_997a99f4,2023-06-06
U0398,checkout,2023-06-05 01:14:00,P017,U_22c4a9c7,2023-06-05
U0377,add_to_cart,2023-06-06 17:11:00,P027,U_a64b59b8,2023-06-06
U0346,login,2023-06-04 11:29:00,P017,U_b2cf52de,2023-06-04
U0388,checkout,2023-06-02 20:05:00,P009,U_6123c330,2023-06-02
U0129,checkout,2023-06-02 17:38:00,P010,U_7f81ea58,2023-06-02
U0147,search,2023-06-03 02:25:00,P022,U_5aeee144,2023-06-03
U0010,login,2023-06-03 12:54:00,P009,U_f8ad5154,2023-06-03
U0156,add_to_cart,2023-06-06 15:48:00,P027,U_31ab9271,2023-06-06
U0100,login,2023-06-06 02:04:00,P028,U_f07be427,2023-06-06
U0083,add_to_cart,2023-06-05 10:36:00,P023,U_21320e1b,2023-06-05
U0122,profile_update,2023-06-05 08:35:00,P027,U_3d768c48,2023-06-05
U0146,login,2023-06-06 12:14:00,P029,U_f1958dc2,2023-06-06
U0358,page_view,2023-06-03 16:20:00,P012,U_586b0b66,2023-06-03
U0126,add_to_cart,2023-06-06 13:26:00,P001,U_2ce29609,2023-06-06
U0374,add_to_cart,2023-06-04 01:16:00,P014,U_8628c167,2023-06-04
U0317,search,2023-06-04 07:52:00,P029,U_d5c45662,2023-06-04
U0352,login,2023-06-02 21:35:00,P009,U_f6ae11dd,2023-06-02
U0252,login,2023-06-03 19:23:00,P016,U_0c3fcc00,2023-06-03
U0059,page_view,2023-06-03 23:11:00,P025,U_5b627ab8,2023-06-03
U0083,wishlist_add,2023-06-06 19:07:00,P002,U_21320e1b,2023-06-06
U0312,login,2023-06-04 07:40:00,P022,U_a93614d1,2023-06-04
U0332,wishlist_add,2023-06-06 15:39:00,P006,U_700ac70c,2023-06-06
U0147,search,2023-06-03 21:59:00,P007,U_5aeee144,2023-06-03
U0285,search,2023-06-02 07:29:00,P021,U_1572ff23,2023-06-02
U0122,wishlist_add,2023-06-01 20:46:00,P025,U_3d768c48,2023-06-01
U0256,login,2023-06-02 01:41:00,P013,U_4212f324,2023-06-02
U0165,checkout,2023-06-05 05:01:00,P008,U_8a47d84f,2023-06-05
U0345,wishlist_add,2023-06-03 07:15:00,P001,U_741e1dc3,2023-06-03
U0159,profile_update,2023-06-05 10:10:00,P027,U_3a9d6081,2023-06-05
U0150,wishlist_add,2023-06-03 05:19:00,P010,U_c23e4255,2023-06-03
U0262,page_view,2023-06-04 18:16:00,P004,U_76bc9c0c,2023-06-04
U0138,checkout,2023-06-04 04:33:00,P010,U_2274089d,2023-06-04
U0012,login,2023-06-01 12:21:00,P020,U_170c24f0,2023-06-01
U0380,checkout,2023-06-02 17:49:00,P021,U_cd9dad26,2023-06-02
U0161,profile_update,2023-06-03 22:00:00,P002,U_e36fcd7b,2023-06-03
U0093,add_to_cart,2023-06-02 23:44:00,P019,U_ffad321e,2023-06-02
U0299,search,2023-06-03 15:32:00,P005,U_4e6a1726,2023-06-03
U0356,search,2023-06-03 21:55:00,P028,U_6da30264,2023-06-03
U0166,add_to_cart,2023-06-02 20:46:00,P008,U_e1490ecd,2023-06-02
U0141,checkout,2023-06-05 11:32:00,P010,U_d242395a,2023-06-05
U0097,search,2023-06-02 12:42:00,P014,U_2dd5aaec,2023-06-02
U0345,profile_update,2023-06-06 02:48:00,P019,U_741e1dc3,2023-06-06
U0010,profile_update,2023-06-01 14:13:00,P011,U_f8ad5154,2023-06-01
U0241,page_view,2023-06-04 14:46:00,P014,U_8e403ca7,2023-06-04
U0331,search,2023-06-06 19:37:00,P028,U_fe99dc3c,2023-06-06
U0397,wishlist_add,2023-06-06 02:18:00,P024,U_2ae0f43c,2023-06-06
U0350,wishlist_add,2023-06-03 03:00:00,P019,U_66ccde20,2023-06-03
U0296,add_to_cart,2023-06-05 05:20:00,P028,U_8d77256c,2023-06-05
U0035,profile_update,2023-06-06 18:55:00,P020,U_eda0ef83,2023-06-06
U0336,profile_update,2023-06-04 03:33:00,P018,U_0d81d968,2023-06-04
U0219,checkout,2023-06-04 23:13:00,P011,U_4d2ed22c,2023-06-04
U0355,add_to_cart,2023-06-03 07:31:00,P021,U_c0796986,2023-06-03
U0288,profile_update,2023-06-06 05:11:00,P009,U_f1bb0aa8,2023-06-06
U0204,search,2023-06-06 17:03:00,P021,U_37062842,2023-06-06
U0276,checkout,2023-06-04 16:19:00,P012,U_1d00db9f,2023-06-04
U0224,profile_update,2023-06-04 15:12:00,P007,U_fa5ade75,2023-06-04
U0323,login,2023-06-04 09:02:00,P029,U_4e4a8ebe,2023-06-04
U0271,wishlist_add,2023-06-03 15:46:00,P026,U_cdefe208,2023-06-03
U0082,search,2023-06-06 02:15:00,P027,U_151e39a6,2023-06-06
U0309,wishlist_add,2023-06-03 11:40:00,P028,U_f219becb,2023-06-03
U0231,wishlist_add,2023-06-06 07:03:00,P013,U_bab04add,2023-06-06
U0222,profile_update,2023-06-03 09:25:00,P007,U_c50d757a,2023-06-03
U0019,wishlist_add,2023-06-03 05:20:00,P013,U_5232fe39,2023-06-03
